Tg,Tf,theta,R,tau_a
283.15,418.15,22,232685,0.45
283.15,423.15,22,232685,0.45
283.15,428.15,22,232685,0.45
283.15,433.15,22,232685,0.45
283.15,413.15,24,232685,0.45
283.15,418.15,24,232685,0.45
283.15,423.15,24,232685,0.45
283.15,428.15,24,232685,0.45
283.15,433.15,24,232685,0.45
283.15,413.15,0,232685,0.5
283.15,418.15,0,232685,0.5
283.15,423.15,0,232685,0.5
283.15,428.15,0,232685,0.5
283.15,433.15,0,232685,0.5
283.15,413.15,2,232685,0.5
283.15,418.15,2,232685,0.5
283.15,423.15,2,232685,0.5
283.15,428.15,2,232685,0.5
283.15,433.15,2,232685,0.5
283.15,413.15,4,232685,0.5
283.15,418.15,4,232685,0.5
283.15,423.15,4,232685,0.5
283.15,428.15,4,232685,0.5
283.15,433.15,4,232685,0.5
283.15,413.15,6,232685,0.5
283.15,418.15,6,232685,0.5
283.15,423.15,6,232685,0.5
283.15,428.15,6,232685,0.5
283.15,433.15,6,232685,0.5
283.15,413.15,8,232685,0.5
283.15,418.15,8,232685,0.5
283.15,423.15,8,232685,0.5
283.15,428.15,8,232685,0.5
283.15,433.15,8,232685,0.5
283.15,413.15,10,232685,0.5
283.15,418.15,10,232685,0.5
283.15,423.15,10,232685,0.5
283.15,428.15,10,232685,0.5
283.15,433.15,10,232685,0.5
283.15,413.15,12,232685,0.5
283.15,418.15,12,232685,0.5
283.15,423.15,12,232685,0.5
283.15,428.15,12,232685,0.5
283.15,433.15,12,232685,0.5
283.15,413.15,14,232685,0.5
283.15,418.15,14,232685,0.5
283.15,423.15,14,232685,0.5
283.15,428.15,14,232685,0.5
283.15,433.15,14,232685,0.5
283.15,413.15,16,232685,0.5
283.15,418.15,16,232685,0.5
283.15,423.15,16,232685,0.5
283.15,428.15,16,232685,0.5
283.15,433.15,16,232685,0.5
283.15,413.15,18,232685,0.5
283.15,418.15,18,232685,0.5
283.15,423.15,18,232685,0.5
283.15,428.15,18,232685,0.5
283.15,433.15,18,232685,0.5
283.15,413.15,20,232685,0.5
283.15,418.15,20,232685,0.5
283.15,423.15,20,232685,0.5
283.15,428.15,20,232685,0.5
283.15,433.15,20,232685,0.5
283.15,413.15,22,232685,0.5
283.15,418.15,22,232685,0.5
283.15,423.15,22,232685,0.5
283.15,428.15,22,232685,0.5
283.15,433.15,22,232685,0.5
283.15,413.15,24,232685,0.5
283.15,418.15,24,232685,0.5
283.15,423.15,24,232685,0.5
283.15,428.15,24,232685,0.5
283.15,433.15,24,232685,0.5
283.15,413.15,0,232685,0.55
283.15,418.15,0,232685,0.55
283.15,423.15,0,232685,0.55
283.15,428.15,0,232685,0.55
283.15,433.15,0,232685,0.55
283.15,413.15,2,232685,0.55
283.15,418.15,2,232685,0.55
283.15,423.15,2,232685,0.55
283.15,428.15,2,232685,0.55
283.15,433.15,2,232685,0.55
283.15,413.15,4,232685,0.55
283.15,418.15,4,232685,0.55
283.15,423.15,4,232685,0.55
283.15,428.15,4,232685,0.55
283.15,433.15,4,232685,0.55
283.15,413.15,6,232685,0.55
283.15,418.15,6,232685,0.55
283.15,423.15,6,232685,0.55
283.15,428.15,6,232685,0.55
283.15,433.15,6,232685,0.55
283.15,413.15,8,232685,0.55
283.15,418.15,8,232685,0.55
283.15,423.15,8,232685,0.55
283.15,428.15,8,232685,0.55
283.15,433.15,8,232685,0.55
283.15,413.15,10,232685,0.55
283.15,418.15,10,232685,0.55
283.15,423.15,10,232685,0.55
283.15,428.15,10,232685,0.55
283.15,433.15,10,232685,0.55
283.15,413.15,12,232685,0.55
283.15,418.15,12,232685,0.55
283.15,423.15,12,232685,0.55
283.15,428.15,12,232685,0.55
283.15,433.15,12,232685,0.55
283.15,413.15,14,232685,0.55
283.15,418.15,14,232685,0.55
283.15,423.15,14,232685,0.55
283.15,428.15,14,232685,0.55
283.15,433.15,14,232685,0.55
283.15,413.15,16,232685,0.55
283.15,418.15,16,232685,0.55
283.15,423.15,16,232685,0.55
283.15,428.15,16,232685,0.55
283.15,433.15,16,232685,0.55
283.15,413.15,18,232685,0.55
283.15,418.15,18,232685,0.55
283.15,423.15,18,232685,0.55
283.15,428.15,18,232685,0.55
283.15,433.15,18,232685,0.55
283.15,413.15,20,232685,0.55
283.15,418.15,20,232685,0.55
283.15,423.15,20,232685,0.55
283.15,428.15,20,232685,0.55
283.15,433.15,20,232685,0.55
283.15,413.15,22,232685,0.55
283.15,418.15,22,232685,0.55
283.15,423.15,22,232685,0.55
283.15,428.15,22,232685,0.55
283.15,433.15,22,232685,0.55
283.15,413.15,24,232685,0.55
283.15,418.15,24,232685,0.55
283.15,423.15,24,232685,0.55
283.15,428.15,24,232685,0.55
283.15,433.15,24,232685,0.55
283.15,413.15,0,212020,0.1
283.15,418.15,0,212020,0.1
283.15,423.15,0,212020,0.1
283.15,428.15,0,212020,0.1
283.15,433.15,0,212020,0.1
283.15,413.15,2,212020,0.1
283.15,418.15,2,212020,0.1
283.15,423.15,2,212020,0.1
283.15,428.15,2,212020,0.1
283.15,433.15,2,212020,0.1
283.15,413.15,4,212020,0.1
283.15,418.15,4,212020,0.1
283.15,423.15,4,212020,0.1
283.15,428.15,4,212020,0.1
283.15,433.15,4,212020,0.1
283.15,413.15,6,212020,0.1
283.15,418.15,6,212020,0.1
283.15,423.15,6,212020,0.1
283.15,428.15,6,212020,0.1
283.15,433.15,6,212020,0.1
283.15,413.15,8,212020,0.1
283.15,418.15,8,212020,0.1
283.15,423.15,8,212020,0.1
283.15,428.15,8,212020,0.1
283.15,433.15,8,212020,0.1
283.15,413.15,10,212020,0.1
283.15,418.15,10,212020,0.1
283.15,423.15,10,212020,0.1
283.15,428.15,10,212020,0.1
283.15,433.15,10,212020,0.1
283.15,413.15,12,212020,0.1
283.15,418.15,12,212020,0.1
283.15,423.15,12,212020,0.1
283.15,428.15,12,212020,0.1
283.15,433.15,12,212020,0.1
283.15,413.15,14,212020,0.1
283.15,418.15,14,212020,0.1
283.15,423.15,14,212020,0.1
283.15,428.15,14,212020,0.1
283.15,433.15,14,212020,0.1
283.15,413.15,16,212020,0.1
283.15,418.15,16,212020,0.1
283.15,423.15,16,212020,0.1
283.15,428.15,16,212020,0.1
283.15,433.15,16,212020,0.1
283.15,413.15,18,212020,0.1
283.15,418.15,18,212020,0.1
283.15,423.15,18,212020,0.1
283.15,428.15,18,212020,0.1
283.15,433.15,18,212020,0.1
283.15,413.15,20,212020,0.1
283.15,418.15,20,212020,0.1
283.15,423.15,20,212020,0.1
283.15,428.15,20,212020,0.1
283.15,433.15,20,212020,0.1
283.15,413.15,22,212020,0.1
283.15,418.15,22,212020,0.1
283.15,423.15,22,212020,0.1
283.15,428.15,22,212020,0.1
283.15,433.15,22,212020,0.1
283.15,413.15,24,212020,0.1
283.15,418.15,24,212020,0.1
283.15,423.15,24,212020,0.1
283.15,428.15,24,212020,0.1
283.15,433.15,24,212020,0.1
283.15,413.15,0,212020,0.15000000000000002
283.15,418.15,0,212020,0.15000000000000002
283.15,423.15,0,212020,0.15000000000000002
283.15,428.15,0,212020,0.15000000000000002
283.15,433.15,0,212020,0.15000000000000002
283.15,413.15,2,212020,0.15000000000000002
283.15,418.15,2,212020,0.15000000000000002
283.15,423.15,2,212020,0.15000000000000002
283.15,428.15,2,212020,0.15000000000000002
283.15,433.15,2,212020,0.15000000000000002
283.15,413.15,4,212020,0.15000000000000002
283.15,418.15,4,212020,0.15000000000000002
283.15,423.15,4,212020,0.15000000000000002
283.15,428.15,4,212020,0.15000000000000002
283.15,433.15,4,212020,0.15000000000000002
283.15,413.15,6,212020,0.15000000000000002
283.15,418.15,6,212020,0.15000000000000002
283.15,423.15,6,212020,0.15000000000000002
283.15,428.15,6,212020,0.15000000000000002
283.15,433.15,6,212020,0.15000000000000002
283.15,413.15,8,212020,0.15000000000000002
283.15,418.15,8,212020,0.15000000000000002
283.15,423.15,8,212020,0.15000000000000002
283.15,428.15,8,212020,0.15000000000000002
283.15,433.15,8,212020,0.15000000000000002
283.15,413.15,10,212020,0.15000000000000002
283.15,418.15,10,212020,0.15000000000000002
283.15,423.15,10,212020,0.15000000000000002
283.15,428.15,10,212020,0.15000000000000002
283.15,433.15,10,212020,0.15000000000000002
283.15,413.15,12,212020,0.15000000000000002
283.15,418.15,12,212020,0.15000000000000002
283.15,423.15,12,212020,0.15000000000000002
283.15,428.15,12,212020,0.15000000000000002
283.15,433.15,12,212020,0.15000000000000002
283.15,413.15,14,212020,0.15000000000000002
283.15,418.15,14,212020,0.15000000000000002
283.15,423.15,14,212020,0.15000000000000002
283.15,428.15,14,212020,0.15000000000000002
283.15,433.15,14,212020,0.15000000000000002
283.15,413.15,16,212020,0.15000000000000002
283.15,418.15,16,212020,0.15000000000000002
283.15,423.15,16,212020,0.15000000000000002
283.15,428.15,16,212020,0.15000000000000002
283.15,433.15,16,212020,0.15000000000000002
283.15,413.15,18,212020,0.15000000000000002
283.15,418.15,18,212020,0.15000000000000002
283.15,423.15,18,212020,0.15000000000000002
283.15,428.15,18,212020,0.15000000000000002
283.15,433.15,18,212020,0.15000000000000002
283.15,413.15,20,212020,0.15000000000000002
283.15,418.15,20,212020,0.15000000000000002
283.15,423.15,20,212020,0.15000000000000002
283.15,428.15,20,212020,0.15000000000000002
283.15,433.15,20,212020,0.15000000000000002
283.15,413.15,22,212020,0.15000000000000002
283.15,418.15,22,212020,0.15000000000000002
283.15,423.15,22,212020,0.15000000000000002
283.15,428.15,22,212020,0.15000000000000002
283.15,433.15,22,212020,0.15000000000000002
283.15,413.15,24,212020,0.15000000000000002
283.15,418.15,24,212020,0.15000000000000002
283.15,423.15,24,212020,0.15000000000000002
283.15,428.15,24,212020,0.15000000000000002
283.15,433.15,24,212020,0.15000000000000002
283.15,413.15,0,212020,0.2
283.15,418.15,0,212020,0.2
283.15,423.15,0,212020,0.2
283.15,428.15,0,212020,0.2
283.15,433.15,0,212020,0.2
283.15,413.15,2,212020,0.2
283.15,418.15,2,212020,0.2
283.15,423.15,2,212020,0.2
283.15,428.15,2,212020,0.2
283.15,433.15,2,212020,0.2
283.15,413.15,4,212020,0.2
283.15,418.15,4,212020,0.2
283.15,423.15,4,212020,0.2
283.15,428.15,4,212020,0.2
283.15,433.15,4,212020,0.2
283.15,413.15,6,212020,0.2
283.15,418.15,6,212020,0.2
283.15,423.15,6,212020,0.2
283.15,428.15,6,212020,0.2
283.15,433.15,6,212020,0.2
283.15,413.15,8,212020,0.2
283.15,418.15,8,212020,0.2
283.15,423.15,8,212020,0.2
283.15,428.15,8,212020,0.2
283.15,433.15,8,212020,0.2
283.15,413.15,10,212020,0.2
283.15,418.15,10,212020,0.2
283.15,423.15,10,212020,0.2
283.15,428.15,10,212020,0.2
283.15,433.15,10,212020,0.2
283.15,413.15,12,212020,0.2
283.15,418.15,12,212020,0.2
283.15,423.15,12,212020,0.2
283.15,428.15,12,212020,0.2
283.15,433.15,12,212020,0.2
283.15,413.15,14,212020,0.2
283.15,418.15,14,212020,0.2
283.15,423.15,14,212020,0.2
283.15,428.15,14,212020,0.2
283.15,433.15,14,212020,0.2
283.15,413.15,16,212020,0.2
283.15,418.15,16,212020,0.2
283.15,423.15,16,212020,0.2
283.15,428.15,16,212020,0.2
283.15,433.15,16,212020,0.2
283.15,413.15,18,212020,0.2
283.15,418.15,18,212020,0.2
283.15,423.15,18,212020,0.2
283.15,428.15,18,212020,0.2
283.15,433.15,18,212020,0.2
283.15,413.15,20,212020,0.2
283.15,418.15,20,212020,0.2
283.15,423.15,20,212020,0.2
283.15,428.15,20,212020,0.2
283.15,433.15,20,212020,0.2
283.15,413.15,22,212020,0.2
283.15,418.15,22,212020,0.2
283.15,423.15,22,212020,0.2
283.15,428.15,22,212020,0.2
283.15,433.15,22,212020,0.2
283.15,413.15,24,212020,0.2
283.15,418.15,24,212020,0.2
283.15,423.15,24,212020,0.2
283.15,428.15,24,212020,0.2
283.15,433.15,24,212020,0.2
283.15,413.15,0,212020,0.25
283.15,418.15,0,212020,0.25
283.15,423.15,0,212020,0.25
283.15,428.15,0,212020,0.25
283.15,433.15,0,212020,0.25
283.15,413.15,2,212020,0.25
283.15,418.15,2,212020,0.25
283.15,423.15,2,212020,0.25
283.15,428.15,2,212020,0.25
283.15,433.15,2,212020,0.25
283.15,413.15,4,212020,0.25
283.15,418.15,4,212020,0.25
283.15,423.15,4,212020,0.25
283.15,428.15,4,212020,0.25
283.15,433.15,4,212020,0.25
283.15,413.15,6,212020,0.25
283.15,418.15,6,212020,0.25
283.15,423.15,6,212020,0.25
283.15,428.15,6,212020,0.25
283.15,433.15,6,212020,0.25
283.15,413.15,8,212020,0.25
283.15,418.15,8,212020,0.25
283.15,423.15,8,212020,0.25
283.15,428.15,8,212020,0.25
283.15,433.15,8,212020,0.25
283.15,413.15,10,212020,0.25
283.15,418.15,10,212020,0.25
283.15,423.15,10,212020,0.25
283.15,428.15,10,212020,0.25
283.15,433.15,10,212020,0.25
283.15,413.15,12,212020,0.25
283.15,418.15,12,212020,0.25
283.15,423.15,12,212020,0.25
283.15,428.15,12,212020,0.25
283.15,433.15,12,212020,0.25
283.15,413.15,14,212020,0.25
283.15,418.15,14,212020,0.25
283.15,423.15,14,212020,0.25
283.15,428.15,14,212020,0.25
283.15,433.15,14,212020,0.25
283.15,413.15,16,212020,0.25
283.15,418.15,16,212020,0.25
283.15,423.15,16,212020,0.25
283.15,428.15,16,212020,0.25
283.15,433.15,16,212020,0.25
283.15,413.15,18,212020,0.25
283.15,418.15,18,212020,0.25
283.15,423.15,18,212020,0.25
283.15,428.15,18,212020,0.25
283.15,433.15,18,212020,0.25
283.15,413.15,20,212020,0.25
283.15,418.15,20,212020,0.25
283.15,423.15,20,212020,0.25
283.15,428.15,20,212020,0.25
283.15,433.15,20,212020,0.25
283.15,413.15,22,212020,0.25
283.15,418.15,22,212020,0.25
283.15,423.15,22,212020,0.25
283.15,428.15,22,212020,0.25
283.15,433.15,22,212020,0.25
283.15,413.15,24,212020,0.25
283.15,418.15,24,212020,0.25
283.15,423.15,24,212020,0.25
283.15,428.15,24,212020,0.25
283.15,433.15,24,212020,0.25
283.15,413.15,0,212020,0.30000000000000004
283.15,418.15,0,212020,0.30000000000000004
283.15,423.15,0,212020,0.30000000000000004
283.15,428.15,0,212020,0.30000000000000004
283.15,433.15,0,212020,0.30000000000000004
283.15,413.15,2,212020,0.30000000000000004
283.15,418.15,2,212020,0.30000000000000004
283.15,423.15,2,212020,0.30000000000000004
283.15,428.15,2,212020,0.30000000000000004
283.15,433.15,2,212020,0.30000000000000004
283.15,413.15,4,212020,0.30000000000000004
283.15,418.15,4,212020,0.30000000000000004
283.15,423.15,4,212020,0.30000000000000004
283.15,428.15,4,212020,0.30000000000000004
283.15,433.15,4,212020,0.30000000000000004
283.15,413.15,6,212020,0.30000000000000004
283.15,418.15,6,212020,0.30000000000000004
283.15,423.15,6,212020,0.30000000000000004
283.15,428.15,6,212020,0.30000000000000004
283.15,433.15,6,212020,0.30000000000000004
283.15,413.15,8,212020,0.30000000000000004
283.15,418.15,8,212020,0.30000000000000004
283.15,423.15,8,212020,0.30000000000000004
283.15,428.15,8,212020,0.30000000000000004
283.15,433.15,8,212020,0.30000000000000004
283.15,413.15,10,212020,0.30000000000000004
283.15,418.15,10,212020,0.30000000000000004
283.15,423.15,10,212020,0.30000000000000004
283.15,428.15,10,212020,0.30000000000000004
283.15,433.15,10,212020,0.30000000000000004
283.15,413.15,12,212020,0.30000000000000004
283.15,418.15,12,212020,0.30000000000000004
283.15,423.15,12,212020,0.30000000000000004
283.15,428.15,12,212020,0.30000000000000004
283.15,433.15,12,212020,0.30000000000000004
283.15,413.15,14,212020,0.30000000000000004
283.15,418.15,14,212020,0.30000000000000004
283.15,423.15,14,212020,0.30000000000000004
283.15,428.15,14,212020,0.30000000000000004
283.15,433.15,14,212020,0.30000000000000004
283.15,413.15,16,212020,0.30000000000000004
283.15,418.15,16,212020,0.30000000000000004
283.15,423.15,16,212020,0.30000000000000004
283.15,428.15,16,212020,0.30000000000000004
283.15,433.15,16,212020,0.30000000000000004
283.15,413.15,18,212020,0.30000000000000004
283.15,418.15,18,212020,0.30000000000000004
283.15,423.15,18,212020,0.30000000000000004
283.15,428.15,18,212020,0.30000000000000004
283.15,433.15,18,212020,0.30000000000000004
283.15,413.15,20,212020,0.30000000000000004
283.15,418.15,20,212020,0.30000000000000004
283.15,423.15,20,212020,0.30000000000000004
283.15,428.15,20,212020,0.30000000000000004
283.15,433.15,20,212020,0.30000000000000004
283.15,413.15,22,212020,0.30000000000000004
283.15,418.15,22,212020,0.30000000000000004
283.15,423.15,22,212020,0.30000000000000004
283.15,428.15,22,212020,0.30000000000000004
283.15,433.15,22,212020,0.30000000000000004
283.15,413.15,24,212020,0.30000000000000004
283.15,418.15,24,212020,0.30000000000000004
283.15,423.15,24,212020,0.30000000000000004
283.15,428.15,24,212020,0.30000000000000004
283.15,433.15,24,212020,0.30000000000000004
283.15,413.15,0,212020,0.35000000000000003
283.15,418.15,0,212020,0.35000000000000003
283.15,423.15,0,212020,0.35000000000000003
283.15,428.15,0,212020,0.35000000000000003
283.15,433.15,0,212020,0.35000000000000003
283.15,413.15,2,212020,0.35000000000000003
283.15,418.15,2,212020,0.35000000000000003
283.15,423.15,2,212020,0.35000000000000003
283.15,428.15,2,212020,0.35000000000000003
283.15,433.15,2,212020,0.35000000000000003
283.15,413.15,4,212020,0.35000000000000003
283.15,418.15,4,212020,0.35000000000000003
283.15,423.15,4,212020,0.35000000000000003
283.15,428.15,4,212020,0.35000000000000003
283.15,433.15,4,212020,0.35000000000000003
283.15,413.15,6,212020,0.35000000000000003
283.15,418.15,6,212020,0.35000000000000003
283.15,423.15,6,212020,0.35000000000000003
283.15,428.15,6,212020,0.35000000000000003
283.15,433.15,6,212020,0.35000000000000003
283.15,413.15,8,212020,0.35000000000000003
283.15,418.15,8,212020,0.35000000000000003
283.15,423.15,8,212020,0.35000000000000003
283.15,428.15,8,212020,0.35000000000000003
283.15,433.15,8,212020,0.35000000000000003
283.15,413.15,10,212020,0.35000000000000003
283.15,418.15,10,212020,0.35000000000000003
283.15,423.15,10,212020,0.35000000000000003
283.15,428.15,10,212020,0.35000000000000003
283.15,433.15,10,212020,0.35000000000000003
283.15,413.15,12,212020,0.35000000000000003
283.15,418.15,12,212020,0.35000000000000003
283.15,423.15,12,212020,0.35000000000000003
283.15,428.15,12,212020,0.35000000000000003
283.15,433.15,12,212020,0.35000000000000003
283.15,413.15,14,212020,0.35000000000000003
283.15,418.15,14,212020,0.35000000000000003
283.15,423.15,14,212020,0.35000000000000003
283.15,428.15,14,212020,0.35000000000000003
283.15,433.15,14,212020,0.35000000000000003
283.15,413.15,16,212020,0.35000000000000003
283.15,418.15,16,212020,0.35000000000000003
283.15,423.15,16,212020,0.35000000000000003
283.15,428.15,16,212020,0.35000000000000003
283.15,433.15,16,212020,0.35000000000000003
283.15,413.15,18,212020,0.35000000000000003
283.15,418.15,18,212020,0.35000000000000003
283.15,423.15,18,212020,0.35000000000000003
283.15,428.15,18,212020,0.35000000000000003
283.15,433.15,18,212020,0.35000000000000003
283.15,413.15,20,212020,0.35000000000000003
283.15,418.15,20,212020,0.35000000000000003
283.15,423.15,20,212020,0.35000000000000003
283.15,428.15,20,212020,0.35000000000000003
283.15,433.15,20,212020,0.35000000000000003
283.15,413.15,22,212020,0.35000000000000003
283.15,418.15,22,212020,0.35000000000000003
283.15,423.15,22,212020,0.35000000000000003
283.15,428.15,22,212020,0.35000000000000003
283.15,433.15,22,212020,0.35000000000000003
283.15,413.15,24,212020,0.35000000000000003
283.15,418.15,24,212020,0.35000000000000003
283.15,423.15,24,212020,0.35000000000000003
283.15,428.15,24,212020,0.35000000000000003
283.15,433.15,24,212020,0.35000000000000003
283.15,413.15,0,212020,0.4
283.15,418.15,0,212020,0.4
283.15,423.15,0,212020,0.4
283.15,428.15,0,212020,0.4
283.15,433.15,0,212020,0.4
283.15,413.15,2,212020,0.4
283.15,418.15,2,212020,0.4
283.15,423.15,2,212020,0.4
283.15,428.15,2,212020,0.4
283.15,433.15,2,212020,0.4
283.15,413.15,4,212020,0.4
283.15,418.15,4,212020,0.4
283.15,423.15,4,212020,0.4
283.15,428.15,4,212020,0.4
283.15,433.15,4,212020,0.4
283.15,413.15,6,212020,0.4
283.15,418.15,6,212020,0.4
283.15,423.15,6,212020,0.4
283.15,428.15,6,212020,0.4
283.15,433.15,6,212020,0.4
283.15,413.15,8,212020,0.4
283.15,418.15,8,212020,0.4
283.15,423.15,8,212020,0.4
283.15,428.15,8,212020,0.4
283.15,433.15,8,212020,0.4
283.15,413.15,10,212020,0.4
283.15,418.15,10,212020,0.4
283.15,423.15,10,212020,0.4
283.15,428.15,10,212020,0.4
283.15,433.15,10,212020,0.4
283.15,413.15,12,212020,0.4
283.15,418.15,12,212020,0.4
283.15,423.15,12,212020,0.4
283.15,428.15,12,212020,0.4
283.15,433.15,12,212020,0.4
283.15,413.15,14,212020,0.4
283.15,418.15,14,212020,0.4
283.15,423.15,14,212020,0.4
283.15,428.15,14,212020,0.4
283.15,433.15,14,212020,0.4
283.15,413.15,16,212020,0.4
283.15,418.15,16,212020,0.4
283.15,423.15,16,212020,0.4
283.15,428.15,16,212020,0.4
283.15,433.15,16,212020,0.4
283.15,413.15,18,212020,0.4
283.15,418.15,18,212020,0.4
283.15,423.15,18,212020,0.4
283.15,428.15,18,212020,0.4
283.15,433.15,18,212020,0.4
283.15,413.15,20,212020,0.4
283.15,418.15,20,212020,0.4
283.15,423.15,20,212020,0.4
283.15,428.15,20,212020,0.4
283.15,433.15,20,212020,0.4
283.15,413.15,22,212020,0.4
283.15,418.15,22,212020,0.4
283.15,423.15,22,212020,0.4
283.15,428.15,22,212020,0.4
283.15,433.15,22,212020,0.4
283.15,413.15,24,212020,0.4
283.15,418.15,24,212020,0.4
283.15,423.15,24,212020,0.4
283.15,428.15,24,212020,0.4
283.15,433.15,24,212020,0.4
283.15,413.15,0,212020,0.45
283.15,418.15,0,212020,0.45
283.15,423.15,0,212020,0.45
283.15,428.15,0,212020,0.45
283.15,433.15,0,212020,0.45
283.15,413.15,2,212020,0.45
283.15,418.15,2,212020,0.45
283.15,423.15,2,212020,0.45
283.15,428.15,2,212020,0.45
283.15,433.15,2,212020,0.45
283.15,413.15,4,212020,0.45
283.15,418.15,4,212020,0.45
283.15,423.15,4,212020,0.45
283.15,428.15,4,212020,0.45
283.15,433.15,4,212020,0.45
283.15,413.15,6,212020,0.45
283.15,418.15,6,212020,0.45
283.15,423.15,6,212020,0.45
283.15,428.15,6,212020,0.45
283.15,433.15,6,212020,0.45
283.15,413.15,8,212020,0.45
283.15,418.15,8,212020,0.45
283.15,423.15,8,212020,0.45
283.15,428.15,8,212020,0.45
283.15,433.15,8,212020,0.45
283.15,413.15,10,212020,0.45
283.15,418.15,10,212020,0.45
283.15,423.15,10,212020,0.45
283.15,428.15,10,212020,0.45
283.15,433.15,10,212020,0.45
283.15,413.15,12,212020,0.45
283.15,418.15,12,212020,0.45
283.15,423.15,12,212020,0.45
283.15,428.15,12,212020,0.45
283.15,433.15,12,212020,0.45
283.15,413.15,14,212020,0.45
283.15,418.15,14,212020,0.45
283.15,423.15,14,212020,0.45
283.15,428.15,14,212020,0.45
283.15,433.15,14,212020,0.45
283.15,413.15,16,212020,0.45
283.15,418.15,16,212020,0.45
283.15,423.15,16,212020,0.45
283.15,428.15,16,212020,0.45
283.15,433.15,16,212020,0.45
283.15,413.15,18,212020,0.45
283.15,418.15,18,212020,0.45
283.15,423.15,18,212020,0.45
283.15,428.15,18,212020,0.45
283.15,433.15,18,212020,0.45
283.15,413.15,20,212020,0.45
283.15,418.15,20,212020,0.45
283.15,423.15,20,212020,0.45
283.15,428.15,20,212020,0.45
283.15,433.15,20,212020,0.45
283.15,413.15,22,212020,0.45
283.15,418.15,22,212020,0.45
283.15,423.15,22,212020,0.45
283.15,428.15,22,212020,0.45
283.15,433.15,22,212020,0.45
283.15,413.15,24,212020,0.45
283.15,418.15,24,212020,0.45
283.15,423.15,24,212020,0.45
283.15,428.15,24,212020,0.45
283.15,433.15,24,212020,0.45
283.15,413.15,0,212020,0.5
283.15,418.15,0,212020,0.5
283.15,423.15,0,212020,0.5
283.15,428.15,0,212020,0.5
283.15,433.15,0,212020,0.5
283.15,413.15,2,212020,0.5
283.15,418.15,2,212020,0.5
283.15,423.15,2,212020,0.5
283.15,428.15,2,212020,0.5
283.15,433.15,2,212020,0.5
283.15,413.15,4,212020,0.5
283.15,418.15,4,212020,0.5
283.15,423.15,4,212020,0.5
283.15,428.15,4,212020,0.5
283.15,433.15,4,212020,0.5
283.15,413.15,6,212020,0.5
283.15,418.15,6,212020,0.5
283.15,423.15,6,212020,0.5
283.15,428.15,6,212020,0.5
283.15,433.15,6,212020,0.5
283.15,413.15,8,212020,0.5
283.15,418.15,8,212020,0.5
283.15,423.15,8,212020,0.5
283.15,428.15,8,212020,0.5
283.15,433.15,8,212020,0.5
283.15,413.15,10,212020,0.5
283.15,418.15,10,212020,0.5
283.15,423.15,10,212020,0.5
283.15,428.15,10,212020,0.5
283.15,433.15,10,212020,0.5
283.15,413.15,12,212020,0.5
283.15,418.15,12,212020,0.5
283.15,423.15,12,212020,0.5
283.15,428.15,12,212020,0.5
283.15,433.15,12,212020,0.5
283.15,413.15,14,212020,0.5
283.15,418.15,14,212020,0.5
283.15,423.15,14,212020,0.5
283.15,428.15,14,212020,0.5
283.15,433.15,14,212020,0.5
283.15,413.15,16,212020,0.5
283.15,418.15,16,212020,0.5
283.15,423.15,16,212020,0.5
283.15,428.15,16,212020,0.5
283.15,433.15,16,212020,0.5
283.15,413.15,18,212020,0.5
283.15,418.15,18,212020,0.5
283.15,423.15,18,212020,0.5
283.15,428.15,18,212020,0.5
283.15,433.15,18,212020,0.5
283.15,413.15,20,212020,0.5
283.15,418.15,20,212020,0.5
283.15,423.15,20,212020,0.5
283.15,428.15,20,212020,0.5
283.15,433.15,20,212020,0.5
283.15,413.15,22,212020,0.5
283.15,418.15,22,212020,0.5
283.15,423.15,22,212020,0.5
283.15,428.15,22,212020,0.5
283.15,433.15,22,212020,0.5
283.15,413.15,24,212020,0.5
283.15,418.15,24,212020,0.5
283.15,423.15,24,212020,0.5
283.15,428.15,24,212020,0.5
283.15,433.15,24,212020,0.5
283.15,413.15,0,212020,0.55
283.15,418.15,0,212020,0.55
283.15,423.15,0,212020,0.55
283.15,428.15,0,212020,0.55
283.15,433.15,0,212020,0.55
283.15,413.15,2,212020,0.55
283.15,418.15,2,212020,0.55
283.15,423.15,2,212020,0.55
283.15,428.15,2,212020,0.55
283.15,433.15,2,212020,0.55
283.15,413.15,4,212020,0.55
283.15,418.15,4,212020,0.55
283.15,423.15,4,212020,0.55
283.15,428.15,4,212020,0.55
283.15,433.15,4,212020,0.55
283.15,413.15,6,212020,0.55
283.15,418.15,6,212020,0.55
283.15,423.15,6,212020,0.55
283.15,428.15,6,212020,0.55
283.15,433.15,6,212020,0.55
283.15,413.15,8,212020,0.55
283.15,418.15,8,212020,0.55
283.15,423.15,8,212020,0.55
283.15,428.15,8,212020,0.55
283.15,433.15,8,212020,0.55
283.15,413.15,10,212020,0.55
283.15,418.15,10,212020,0.55
283.15,423.15,10,212020,0.55
283.15,428.15,10,212020,0.55
283.15,433.15,10,212020,0.55
283.15,413.15,12,212020,0.55
283.15,418.15,12,212020,0.55
283.15,423.15,12,212020,0.55
283.15,428.15,12,212020,0.55
283.15,433.15,12,212020,0.55
283.15,413.15,14,212020,0.55
283.15,418.15,14,212020,0.55
283.15,423.15,14,212020,0.55
283.15,428.15,14,212020,0.55
283.15,433.15,14,212020,0.55
283.15,413.15,16,212020,0.55
